Module,Session Name,Sub Topics / Learning Objectives
Module 1: Foundations of Data,The AI Landscape for Beginners,AI vs ML vs GenAI landscape; History of AI; Current industry use cases; The road ahead
Module 1: Foundations of Data,Computing & Programming Foundations,Computer basics; Hardware vs Software; Program & Programming; Programming languages; IDE · Terminal/CLI; Files & folders; File types; How code runs
Module 1: Foundations of Data,Setting Up Your Lab,VS Code installation; Google Colab basics; Managing 'Secrets' and API keys; Creating a GitHub account
Module 1: Foundations of Data,The Developer Workflow,Command Line (CLI) basics; Git Init; Add; Commit; The 'Notebook' vs 'Script' discipline
Module 1: Foundations of Data,Python: The Language of AI,Variables; Data types (Int; Float; String; Bool); Basic math in Python; Print and Input functions
Module 1: Foundations of Data,Python: Decision Making,Conditionals (If-Else); Boolean logic; Logical operators (And; Or; Not); Indentation rules
Module 1: Foundations of Data,Python: Automation & Loops,For loops; While loops; Iterating over simple lists; Loop control (Break; Continue)
Module 1: Foundations of Data,Python: Organizing with Functions,Defining functions; Parameters and Arguments; Return values; Code modularity
Module 1: Foundations of Data,Python: Data Collections,"Data Structures; List, set, tuple, dict overview"
Module 1: Foundations of Data,Python: Data Collections - II,Lists and Slicing; Dictionaries for key-value data
Module 1: Foundations of Data,Python: Data Collections and File Handling,Opening files (Open; Close); Using 'With' blocks; Reading TXT files; Writing simple logs
Module 1: Foundations of Data,NumPy: Numerical Foundations,Why NumPy?; Creating arrays; Basic array math; Shape and Reshape; Performance vs Python lists
Module 1: Foundations of Data,Data Structures for AI,Multidimensional arrays; Slicing NumPy; Broadcast logic; Generating random data
Module 1: Foundations of Data,Pandas: The Data Table,Pandas Series vs DataFrames; Loading CSV files; Basic inspection (Head; Tail; Info; Describe)
Module 1: Foundations of Data,Introduction to JSON,JSON structure; Dictionaries to JSON; Parsing API responses; Nested JSON handling
Module 1: Foundations of Data,Pandas: Selection & Filtering,Selecting columns; Row indexing; Boolean filtering; Sorting dataframes
Module 1: Foundations of Data,Pandas: Cleaning & Grouping,Handling missing values; GroupBy operations; Basic aggregations (Sum; Mean; Count); Rename and Drop
Module 1: Foundations of Data,SQL: Thinking in Tables,Relational vs Non-relational; Primary Keys; Tables and Rows; Database schema basics
Module 1: Foundations of Data,SQL: Core Querying,SELECT and WHERE; Using DISTINCT; Sorting with ORDER BY; Limit and Aliases
Module 1: Foundations of Data,SQL: Joining Data,Inner Joins; Left Joins; The Power of the JOIN; SQL mental model vs Pandas merge
Module 1: Foundations of Data,Matplotlib: Basic Plotting,Line plots; Scatter plots; Bar charts; Labeling and titles; Basic aesthetics
Module 1: Foundations of Data,Advanced Storytelling with Data,Plotly for interactive charts; Choosing the right chart; Color theory basics; Exporting visuals
Module 1: Foundations of Data,Python Masterclass: Sneaker Analytics Lab - From Web Scraping to Data Insights,Scraping product data using BeautifulSoup; Extracting and structuring sneaker product details; Cleaning data using NumPy and Pandas; Formatting datasets for application use; Exporting structured data to JSON
Module 1: Foundations of Data,The EDA Checklist,Standard EDA steps; Identifying outliers; Correlation heatmaps; Building a data story
Module 1: Foundations of Data,APIs: The Agent's Hands,Requests library; GET vs POST; Handling Status Codes; API Documentation reading
Module 1: Foundations of Data,API Security & Ethics,API Terms of Service (ToS); Rate limiting; Environment variables for keys; Data privacy basics
